_id,artist,title
RqiDJutsRbhfgJtC9,"['Donyle Jones', 'Kurt Carr & The Kurt Carr Singers', 'Nakitta Clegg-Foxx']",Grateful People Grateful Praise
nLqBi7xmnCwaW88TZ,['Ellie Goulding'],Love Me Like You Do
YxPt7v4eknnbsujun,['Ninja McTits'],I Know You Guys Are Just Bothering Me Because I Decided to Make a Secret Account Where I Submit Stuff to Not Get Pestered by You and Although Most of 400+ Releases Submitted by That Account Are Done 100% Correctly There Are Some With Missing Bitrate And/Or Non-Capitalized Titles That Very Rarely Ever Get Comments to Fix It or How It Will Be Removed or It Has Been Removed and I Don't Submit Non-Capitalized Stuff Being Lazy I Enter It in That Way Because That's How It Is on the Release and I Have Seen Releases on Discogs With Titles That Are Incorrectly Capitalized That Are Categorized as Correct Such as http://www.discogs.com/Autechre-Exai/master/519732 And http://www.discogs.com/Autechre-Quaristice/master/2472
aniDxvwv38jjDW7s6,['Mabel Matiz'],Aldan?yor
xoTd6oHDHR9j9s2mF,['Paramore'],Misery Business (acoustic)
MvasQWq2PahdDnkC5,['Taylor Swift'],Back to December
iMiE9yNFQeYipAJf5,"['Kaskade', 'Skylar Grey']",Room for Happiness
GwXFE4ebKeNCHgkHM,['Bethliza Cintrón'],Contigo
NNSJGrnEtmAiRGQ7u,['Ninja McTits'],I Know You Guys Are Just Bothering Me Because I Decided to Make a Secret Account Where I Submit Stuff to Not Get Pestered by You and Although Most of 400+ Releases Submitted by That Account Are Done 100% Correctly There Are Some With Missing Bitrate And/Or Non-Capitalized Titles That Very Rarely Ever Get Comments to Fix It or How It Will Be Removed or It Has Been Removed and I Don't Submit Non-Capitalized Stuff Being Lazy I Enter It in That Way Because That's How It Is on the Release and I Have Seen Releases on Discogs With Titles That Are Incorrectly Capitalized That Are Categorized as Correct Such as http://www.discogs.com/Autechre-Exai/master/519732 And http://www.discogs.com/Autechre-Quaristice/master/2472
bZbDswkW7tm6QWhjB,['Sidestepper'],Deja
hx7mtPhzohCFNEGbX,['Mercy Dee Walton'],Danger Zone a.k.a. Crepe on Your Door
ToxSbLL8FzsefyerT,"['Khago', 'Saine']",Affi Smoke
D3JemBmhmHBEz3tTx,['On a Friday'],Upside Down
yfwyPkjvsz8ciGS5B,['Reincidentes'],Mi generación
LJNXLoX6kzgzfzDQ9,['Betraying the Martyrs'],Life Is Precious
uCWTws2b77iTH5wTg,['Culture Club'],Karma Chameleon
wiCSoHPohwLMMeW5Z,['Warpaint'],Keep It Healthy
w5Bi7nJ94hZRw9hAA,"['Glenn Morrison', 'Islove']",Goodbye
2cPkGh5HgY6JH8YQz,"['Charlie Puth', 'Wiz Khalifa']",See You Again
QCuirjfk3QRTTdfAW,['Serj Tankian'],Harakiri
Rci7K7ogwkj852AXg,['Mustafa Ceceli'],Kalpten
hGR3PCQwyqvmopwRx,['Ninja McTits'],I Know You Guys Are Just Bothering Me Because I Decided to Make a Secret Account Where I Submit Stuff to Not Get Pestered by You and Although Most of 400+ Releases Submitted by That Account Are Done 100% Correctly There Are Some With Missing Bitrate And/Or Non-Capitalized Titles That Very Rarely Ever Get Comments to Fix It or How It Will Be Removed or It Has Been Removed and I Don't Submit Non-Capitalized Stuff Being Lazy I Enter It in That Way Because That's How It Is on the Release and I Have Seen Releases on Discogs With Titles That Are Incorrectly Capitalized That Are Categorized as Correct Such as http://www.discogs.com/Autechre-Exai/master/519732 And http://www.discogs.com/Autechre-Quaristice/master/2472
yBtKqE2HXnD9to9uh,['David Bowie'],“Heroes”
F8FfdSabckChXz43w,['Cris Cab'],Liar Liar
JKYqB9sbe2SSxD8ff,['Destruction'],United by Hatred
ZY9oibp5pPJEbzaye,['All Time Low'],Kids in the Dark
6uaEWsEuMiAQMPxj8,['Eminem'],Cold Wind Blows
8QKo4YSrypsPToC4M,['Teoman'],Sevdim Seni Bir Kere
gkmhxMkqcKqS7YrJS,['Rita Ribeiro'],Há mulheres
7CuiDeytfLz7hFGdn,"['Ali Farka Touré', 'Toumani Diabaté']",Mamadou Boutiquier
m36tFqydoTme5XfQL,['Lou Rawls'],Roll 'em Pete
DjPc5ib34tgm9FKfh,['Blackstreet'],No Diggity (Das Diggity radio)
GuRZNDYMemq6H5jQ5,['Santana'],Black Magic Woman
YPvfQKPHbBnuYrCfk,['Joseph Haydn'],"Die Sieben letzten Worte unseres Erlösers am Kreuze (The Seven Last Words of Christ on the Cross), oratorio, H. 20/2: No. 3. Frau, hi"
7BH9NNwxsDHEqjZMP,['Gyptian'],Wine Slow
xPPsb5uwQJsnXH2kp,['Steve Miller Band'],Fly Like an Eagle
5mTTS6XmJZF8rkabK,['Dean Martin'],Walk on By
qhJHjvv38c6pcxH6B,['Stray Cats'],Rock This Town
QYkLnzyY5BCksiiFS,['Müslüm Gürses'],Nilüfer
4EnDdeqRsSuTYxcsR,['Lamar Campbell and Spirit of Praise'],Oh Give Him Glory
5Q2TCqJwdxxpm7MCq,['The Red Jumpsuit Apparatus'],Your Guardian Angel
esYntwNQsJez3qveh,['The Kinks'],Come Dancing
TNwK867Dwn42bJFss,['Two Steps From Hell'],Heart of Courage (Choir)
Gfx7o9Girb63SNhck,['Kids in Glass Houses'],Giving Up
peDcexNGjHbKLrJ2Z,['G-Eazy'],These Things Happen
hhAoFhzG9jMwdgsu2,['Marilyn Manson'],Third Day of a Seven Day Binge
CcmK7WPfEbZH7NZeY,['Better Than Ezra'],Crazy Lucky
2DMw5HDi73gi4a986,['Rihanna'],Diamonds
ibqEwDBsvz9CyiAfR,['Sade'],Soldier of Love
LMPFSvZYbvPNE2vAz,['Sleeping With Sirens'],Fly
x46NZLZNTLFocqau2,['Maroon 5'],Payphone
FrgnB75sZfCMTLpsA,['Trey Songz'],Na Na
ocy53XMXCqREQKLtX,['Alborosie'],Burning and Looting (feat. Ky-Mani Marley)
QChmSGJcu9rzDLufG,['?zel'],Bir Bahar Ak?am?
YQzWu6Nr6LHW7tQds,['Kat Frankie'],People
7fRFodewJSKGYGfHa,['Ninja McTits'],I Know You Guys Are Just Bothering Me Because I Decided to Make a Secret Account Where I Submit Stuff to Not Get Pestered by You and Although Most of 400+ Releases Submitted by That Account Are Done 100% Correctly There Are Some With Missing Bitrate And/Or Non-Capitalized Titles That Very Rarely Ever Get Comments to Fix It or How It Will Be Removed or It Has Been Removed and I Don't Submit Non-Capitalized Stuff Being Lazy I Enter It in That Way Because That's How It Is on the Release and I Have Seen Releases on Discogs With Titles That Are Incorrectly Capitalized That Are Categorized as Correct Such as http://www.discogs.com/Autechre-Exai/master/519732 And http://www.discogs.com/Autechre-Quaristice/master/2472
4JvT6TYEWPRMTdb7b,['Beyoncé'],Flawless
uRFJsGfkbeJup5Bwm,['David Bowie'],Space Oddity
xb6sBwgSaHGwc43zC,['Interpol'],Obstacle 1
4aB24Kw9KFZh9TKMR,['Judas Priest'],Diamonds and Rust
cFDDgL3Wh5pqFEini,['Hootie & the Blowfish'],Old Man & Me
AxYmxnzqZJ5pHe3vM,['Jennifer Hudson'],I Still Love You
FcmiyruDitr8Knbve,['Jason Gray'],More Like Falling in Love
6DK3vxqSsx5eWwmXp,['Taylor Swift'],22
6sLTibT3Wtju83oZ3,['Justin Timberlake'],My Love (Paul Oakenfold radio edit)
AZThxpumQnTopG2pm,['Carl Thomas'],Summer Rain
giSyvWLFgLfeQXhrd,['Grand Salvo'],"He leads her by the arm in the old manner out into the music and the dancing light. She asks him, so he whispers something he thinks he might have said. She closes her eyes tight then, and when she opens them again she is different somehow. The nurse waits smoking against the car at the far end of the garden, and from over the fences the neighbourly sounds of cooking and children swim on the wind."
B7mL9k3joQHXm2bbH,['Hugo Kant'],I Don't Want to Be an Emperor
rrNNn2ayehejjJKMT,['Lamar Campbell and Spirit of Praise'],He's More Than That
TkAmtspgWEMszE6JW,['Ninja McTits'],I Know You Guys Are Just Bothering Me Because I Decided to Make a Secret Account Where I Submit Stuff to Not Get Pestered by You and Although Most of 400+ Releases Submitted by That Account Are Done 100% Correctly There Are Some With Missing Bitrate And/Or Non-Capitalized Titles That Very Rarely Ever Get Comments to Fix It or How It Will Be Removed or It Has Been Removed and I Don't Submit Non-Capitalized Stuff Being Lazy I Enter It in That Way Because That's How It Is on the Release and I Have Seen Releases on Discogs With Titles That Are Incorrectly Capitalized That Are Categorized as Correct Such as http://www.discogs.com/Autechre-Exai/master/519732 And http://www.discogs.com/Autechre-Quaristice/master/2472
5Eesaoqf5Dz7zG29h,['Burcu Güne?'],Biz A?k? Meleklerden Çald?k
jXPXT3hr9WeH3etqc,['Simply Red'],Something Got Me Started
bkB4RuwQicXqsWZLn,['Melibea'],Jam'in Dawn
wqTm5JfN8hCpv3ymx,['Héctor Lavoe'],Che Che Colé
crieDbMgq6YooYymo,['Lisa Lois'],Promises Promises
4n5snNMB9tSC9Sz9D,['Grand Salvo'],"He leads her by the arm in the old manner out into the music and the dancing light. She asks him, so he whispers something he thinks he might have said. She closes her eyes tight then, and when she opens them again she is different somehow. The nurse waits smoking against the car at the far end of the garden, and from over the fences the neighbourly sounds of cooking and children swim on the wind."
4MPkbnusmtm7FugYz,['Ninja McTits'],I Know You Guys Are Just Bothering Me Because I Decided to Make a Secret Account Where I Submit Stuff to Not Get Pestered by You and Although Most of 400+ Releases Submitted by That Account Are Done 100% Correctly There Are Some With Missing Bitrate And/Or Non-Capitalized Titles That Very Rarely Ever Get Comments to Fix It or How It Will Be Removed or It Has Been Removed and I Don't Submit Non-Capitalized Stuff Being Lazy I Enter It in That Way Because That's How It Is on the Release and I Have Seen Releases on Discogs With Titles That Are Incorrectly Capitalized That Are Categorized as Correct Such as http://www.discogs.com/Autechre-Exai/master/519732 And http://www.discogs.com/Autechre-Quaristice/master/2472
rrmXPkrMNDAq8n58c,['Great White'],Rock Me
TAHonYEwHgz3SQfMM,['Foo Fighters'],Everlong
9yWLCJLqGgvEYhtDd,['Flëur'],?? ??????? ?? ?????
NELM8q6BScPTcBa3q,['Hakan Altun'],A?lamak Yok Yüre?im (Pb)
qX2E54rxsoa4dkH9D,['En Vogue'],Free Your Mind
SzQMkip6HqcQmMNg6,['Ninja McTits'],I Know You Guys Are Just Bothering Me Because I Decided to Make a Secret Account Where I Submit Stuff to Not Get Pestered by You and Although Most of 400+ Releases Submitted by That Account Are Done 100% Correctly There Are Some With Missing Bitrate And/Or Non-Capitalized Titles That Very Rarely Ever Get Comments to Fix It or How It Will Be Removed or It Has Been Removed and I Don't Submit Non-Capitalized Stuff Being Lazy I Enter It in That Way Because That's How It Is on the Release and I Have Seen Releases on Discogs With Titles That Are Incorrectly Capitalized That Are Categorized as Correct Such as http://www.discogs.com/Autechre-Exai/master/519732 And http://www.discogs.com/Autechre-Quaristice/master/2472
EuMDEWem7vJCAzcdR,['Rahsaan Patterson'],Makin' Love
6Wnh9iPmfCCnxcgjz,['The Cure'],Why Can’t I Be You?
y2hhxe8dQoi8iq6WP,['Ninja McTits'],I Know You Guys Are Just Bothering Me Because I Decided to Make a Secret Account Where I Submit Stuff to Not Get Pestered by You and Although Most of 400+ Releases Submitted by That Account Are Done 100% Correctly There Are Some With Missing Bitrate And/Or Non-Capitalized Titles That Very Rarely Ever Get Comments to Fix It or How It Will Be Removed or It Has Been Removed and I Don't Submit Non-Capitalized Stuff Being Lazy I Enter It in That Way Because That's How It Is on the Release and I Have Seen Releases on Discogs With Titles That Are Incorrectly Capitalized That Are Categorized as Correct Such as http://www.discogs.com/Autechre-Exai/master/519732 And http://www.discogs.com/Autechre-Quaristice/master/2472
xDYFnjw6mKLu6WWnx,['Brenda Cochrane'],Right Here Waiting for You
mNhzmDDchwpM9WoKE,['Michael Jackson'],Black or White
vqtAaHEeHQtA6MBrz,['Ninja McTits'],I Know You Guys Are Just Bothering Me Because I Decided to Make a Secret Account Where I Submit Stuff to Not Get Pestered by You and Although Most of 400+ Releases Submitted by That Account Are Done 100% Correctly There Are Some With Missing Bitrate And/Or Non-Capitalized Titles That Very Rarely Ever Get Comments to Fix It or How It Will Be Removed or It Has Been Removed and I Don't Submit Non-Capitalized Stuff Being Lazy I Enter It in That Way Because That's How It Is on the Release and I Have Seen Releases on Discogs With Titles That Are Incorrectly Capitalized That Are Categorized as Correct Such as http://www.discogs.com/Autechre-Exai/master/519732 And http://www.discogs.com/Autechre-Quaristice/master/2472
6wE72BdYznZGYoKY4,['Ninja McTits'],I Know You Guys Are Just Bothering Me Because I Decided to Make a Secret Account Where I Submit Stuff to Not Get Pestered by You and Although Most of 400+ Releases Submitted by That Account Are Done 100% Correctly There Are Some With Missing Bitrate And/Or Non-Capitalized Titles That Very Rarely Ever Get Comments to Fix It or How It Will Be Removed or It Has Been Removed and I Don't Submit Non-Capitalized Stuff Being Lazy I Enter It in That Way Because That's How It Is on the Release and I Have Seen Releases on Discogs With Titles That Are Incorrectly Capitalized That Are Categorized as Correct Such as http://www.discogs.com/Autechre-Exai/master/519732 And http://www.discogs.com/Autechre-Quaristice/master/2472
eC8zkxCjhEWEMNhBh,['Kathie Lee Gifford'],Before The Parade Passes By / Don't Rain On My Parade
vufvp39eWPijaswzr,['The Revivalists'],Up in the Air
NN6JCboCRPScWSKJW,['Mike Will Made-It'],DcYoungFly Speaks
n3Qn3Sy4bc8SNMyoC,['Trevor Jones'],The Goblin Battle
ef85fP8v4F27zkmu4,['Pneumatic Head Compressor'],Down
MjJeLxahGkjR6Wv5Q,"['Awa Imani', 'Isleym']",Grande sœur
h4SLk8Z6dn48rnR9v,['Lou Bega'],Mambo No. 5
t7Rpgef9ybpDMS9sw,['Aaron Gillespie'],Praise Him
XmmJfRgkPRwq9RycB,['Gloriana'],Trouble
JggKwMMSLXqfdz5oJ,['Ruxpin'],This Is Why I Love You
2Tedew92KuDiEyHYF,['Missy Higgins'],Unashamed Desire
3zChFXm5L8KrLGDRe,['One Direction'],Best Song Ever
BurCPZg56gQf5BFfd,['All Time Low'],Toxic Valentine
xgrqzespFyFhgLH23,['Trey Songz'],Foreign
EvfHRKzX5GpcaaW4f,['The Acid'],Basic Instinct
3MJdXCZjh2e3hX8gk,['Wolf Counsel'],She
x9ifn2L8Tjtw2pXZd,['Otis Redding'],These Arms of Mine
86KDoxupTpw4uKCss,['Peter Bjorn and John'],Young Folks
QS52SjEMztrYfEApP,['Drake'],Find Your Love
pkujeeAcxL2KKbNZL,['Vicky Beeching'],The Wonder Of The Cross
u6nc7P4D6CjYb7CQj,['blink?182'],Go
ciMruNjk6MqK4H8HD,"['Drake', 'I LOVE MAKONNEN']",Tuesday
6cdnhMSnLioqokCD5,['Marina Kaye'],Homeless
